,name,text,sent
310,ВАЗ 21124 хэтчбек,"Очень хорошая машина. Мы купили свою машину 4 годовалую. Хозяин просил за нее тогда 200 тыс . и не уступал. Нам она так понравилась и мы ее купили, хотя все твердили, что он много за нее просит, ей цена 170-180 тыс. Сейчас, когда она у нас уже почти 5 лет, мы не капли не пожалели, что приобрели именно ее. Даже больше, если б сейчас выпускали такую машину, мы б купили ее новую. Меня в ней все устраивает. Тем более когда мы на нее поставили газ, она вообще для нас стала бесценной. Хотя я и понимаю, что года идут, машина не новая, износ и все прочее, я даже и не представляю, как наша семья будет с ней расставаться. Такую модель нужно производить снова. Общее впечатление : Очень хорошая машина!",negative
311,Honda Civic седан,"Здравствуйте дорогие читатели! Делюсь впечатлениями об автомобиле Honda Civic седан (2000 года). Не смотря на то, что автомобилю уже 14 лет, он вполне надежный. Как видите смотрится машина современно. Кузов у автомобиля полностью оцинкован, так что рыжики и жучки беспокоить не будут. Правда посадка у авто низковатая, цепляет. Так что машина только для хороших дорог. Стоит достаточно жесткая подвеска, с одной стороны хорошо, а с другой не очень. Хорошо - в крутые повороты входит с легкостью, не каких заносов. Плохо - благодаря жесткой подвеске, в салоне возникает скрип. Салон достаточно большой. У авто отличная обзорностью. Но из за большого лобового стекла, слишком много света. На солнце слепит. Когда едешь по не очень хорошей дороге возникает шум, плюс скрип в салоне. Хотя кругом мягкий пластик. Шумоизоляция мягко говоря плохая. В общим, авто достаточно хороший, хотя минусов хватает. Ставлю четверку. ",neutral
312,Renault Duster кроссовер,"Автомобиль рено дастер отличный вариант бюджетного универсального авто. Хорош автомобильдля различных целей автовладельца: поезка на дачу или природу, дальние путешествия, перевозка различных грузов. Объмный салон и багажник позволяют комфортабельно себя чуствовать при длительных путешествиях. Двухлитровый двигатель позволяет разогнаться за 10 сек до скорости 100км в час. Подвеска мягкая, ухабы на дорогах почти не чуствуются. За счет полного привода преодолевает бездорожье и заснеженные участки без проблем. Относительно топливоэкономный (10 лттров на 100км). Отличный семейный автомобиль. Общее впечатление : Универсальный автомобиль с хорошим дизайном",positive
313,ВАЗ 2110,"Первая машина которую я себе приобрёл была ВАЗ 2110. В начале она меня устраивала и недостатков в ней не замечал. Но вскоре все минуса начали себя выдавать. Ужасная шумоизоляция, всё время скрипят панели приборов, слабая ходовая часть, печка в салоне проработала по пробегу 40 000 км, из-за некачественного топлива на заправках свечи накрываются через каждые 10 000 км, машина дорогая в техобслуживании. Плохая обработка кузова. Через два года пошла ржавчина, несмотря на то, что машина гаражного хранения. Единственное, что могу написать в плюсы этого автомобиля - это то, что она экономно расходует топливо. Расход составлял в среднем 5,5 литров на 100 км. Если бы мне предложили ещё раз приобрести этот автомобиль, я бы с уверенностью ответил - нет! ",negative
314,Skoda Fabia хэтчбек,"Владею данным автомобилем третий год, впечатления крайне отрицательные, больше никогда не куплю автомобиль этого концерна. Практически с самого первого дня загрохотала торпеда, подушки ДВС требуют доработки, сервисные центры данную проблему устраняют заливкой силиконовой смазкой, хватает на пару дней, а потом опять грохот. К стеклу панели приборов вообще лучше не прикасаться, малейшее вытирание пыли на нем, оставляет царапины и потертости. Вентилятор отопителя засвистел в первую зиму, проблемы со стартером, потек впускной коллектор, качество покраски автомобиля оставляют желать лучшего, на моем авто в частности, имеется заводской брак покраски бампера, гремят зеркала заднего вида, лобовое стекло затирается щетками, так как они делают взмах до того как начинает поступать на стекло омывающая жидкость ... этот список можно продолжать. ",negative
315,Volkswagen Passat B5 седан,"Совсем недавно на смену ВАЗ 2106 я приобрел себе Volkswagen Passat. Купил совсем новый автомобиль с самого нуля. Максимум что я смог нормально поездить на нем-это примерно около месяца. Потом начались всякие неполадки. Во время дождя в салон не понятно откуда стал попадать дождь. Выяснилось что вода попадала в салон через бракованный уплотнитель. А с другой стороны машина очень комфортная, крепкий кузов. Установленный обогрев переднего стекла, через 2-3 минуты на нем нету лёда. Мотор дизельный не привередливый прямо как трактор. Машина имеет большой багажник, куда вмещается много всяких вещей. Не понравились сидения они были каки-ето жесткие. Есть небольшая проблема - сзади мало места для пассажиров. В целом советую всем эту машину. Общее впечатление : комфортяк",neutral
316,Volvo S40 (2007),"Да это машина что надо ! Жаль что дорогая но зато престижная ! Шикарный салон, оболденный внешний вид, конструкторы посторались на славу, такая машина сейчас не уступает к примеру мерседесу либо бмв, только даже плюс у неё в отличии от других машин расход всё того же злочастного топлива ! Зато есть один минус эта машина в основном для престижных людей, молодёж не будет на ней ездить, во первых она дорогая во вторых сейчас очень в моду вошли гонки, не во всех городах конечно но на этой машине обгонишь далеко не всех ! Общее впечатление : супер авто",negative
317,Iran Khodro Samand седан,"Купил в июле 2013 года, машина произведена в 2007 году, пробег 58000 км цена не очень высокая - 157 000 с учетом, что в машине есть практически все: климат контроль, все свеклоподъемники, гидроусилитель руля, ABS, электросидения, электрозеркала с подогревом, просторный салон очень теплый, двигатель от пежо 405, запчасти всегда в наличии, бывают дешевле, чем на наши авто, за все время эксплуатации машина не подводила не разу. Из серьезных поломок - сломалась рулевая рейка (по своей же глупости), вовремя не заменил пыльники. пришлось купить новую - 8000 рублей, заменил сам, а так бы еще замена встала примерно так же. В целом машина стоит тех денег, которые отдал. Общее впечатление : Машина замечательная",positive
318,Ваз 2192 Лада Калина 2 хетчбек,"Так сложилось что Лада Калина стала моим первым автомобилем которому я очень рада. Кто бы что не говорил, а мне в ней все устраивает, я девушка не большая такая мне и машинка нужна. Малогабаритная, ей немного тюнинга и цены ей нет. Гидроусилитель руля, тут же вообще едешь в дороге и отдыхаешь, музыку погромче. Мне повезло с цветом потому как такого как у меня оттенка я не видела вообще, серый металлик с салатовым оттенком, я сразу обшила салончик кожаными чехлами ручной работы. Свое авто очень люблю потому для своей Калины ничего абсолютно не жалею. Что касается двигателя и расхода топлива: у меня 16 клапанный движок, на 100 км берет 6 - 7 л, я считаю это норма. Общее впечатление : Машинка что надо",negative
319,Opel Astra Cosmo седан,"В принципе, в выборе марки и комплектации машины трудностей не было, т. к. была шестерка, 99 и мицубиси. Отзывы на многих сайтах, советы знакомых спецов убедили в выборе. И я не ошибся. У машины достаточно большой и комфортный салон, шумка нормальная, в багажник можно слона запихнуть, мягкий пластик торпеды и дверей, Экономичный расход топлива, особенно на круиз-контроле, добротная подвеска-проверена на ямках, чуткий в управлении. В общем стоит вложенных денег. Достойный немец на 4++ НО: нет задних подкрылков и получается пескоструй задних крыльев, боковой обзор затруднен из-за ширины передних стоек, особенно на Т-образ. перекрестке. Парковка вперед и назад без парктроников неудобная. ",positive
320,"Газ 322132 ""Газель"" микроавтобус",Довольно простой и опасный российский микроавтобус. Среди главных недостатков можно отметить высокую аварийность микроавтобуса и некоторую расшатанность кузова. При быстрой езде всё скрипит и звенит... Если честно ехать в нём страшновато. При крутых поворотах велик риск опрокидывания. Короче нечего особо хорошего сказать не могу. ,negative
321,Daewoo Nexia седан,"Как говорится на вкус и цвет товарища нет. Свой автомобиль я приобрел в городе Москва в автосалоне в 2011 году. Вот уже три года проехал 70000 и нет никаких претензий к качеству сборки нет. Автомобиль по ходовой очень мягкий. Кузов не гниет, двигатель 1,6 очень экономичный, 2,5 года ездил на бензине потом поставил газовое оборудование и вообще стало прекрасно еще больше экономия в семейном бюджете. За три года эксплуатации ничего не менял кроме масла которое я меняю через каждые 10000 км., пробега. Кузов конечно удобный, но немного узковатый печка хорошая греет зимой отлично. Посадка конечно низкая по нашим дорогам приходится ездить аккуратно. ",positive
322,ВАЗ 2107 Лада седан,"Приобрел этот автомобиль в 2008 году. За период эксплуатации серьезных поломок не было. Техническое обслуживание прохожу вовремя на фирменной станции технического обслуживания. Хоть и эксплуатация автомобиля проходит на очень плохой дороге, подвеска тем не менее справляется со сваей задачей на хорошо. Расход держит в пределах нормы: 7 литров по трассе, 10 литров по городу. Масло меняю через каждые 10000 километров, вроде как сильно не кушает. Из основных недостатков можно выделить то это устаревший дизайн и комплектация, а из достоинств то это надежность и не большая цена. Если вы не сильно прихотливы к комфорту, то в принципе автомобиль можно покупать, а если нет то сейчас масса других автомобилей даже и китайских. Общее впечатление : старый конь борозды не портит",negative
323,Toyota Highlander кроссовер,"Сам имею такую машину 2012г. Американец, свежий, качество высшее. Был до этого Камри 40 и Прадик 120, но они рядом с Хайландером рядом не стоят. Экономичная, комфортно, удобно в управление, но самое главное что по нашим дорогам отлично ездит не трясется ка Прадик, своей пятой точкой все чувствуешь, то ли на Хайландере в тепле и уюте). Всем советую брать такую машину Общее впечатление : Хорошая машинка",positive
324,ЗАЗ 110307 Славута,"Автомобиль куплен в салоне в 2005 году. Первые дни радовал резвостью и экономичностью. Но через 30 дней пропал холостой ход. пришлось ехать на станцию и чистить карбюратор. Через 25 дней те-же симптомы. Решил сам разобраться как грязь попадает в карбюратор. Оказывается крышка воздушного фильтра недожимала воздушный фильтр. Устранил установкой дополнительной прокладки. В 2006 году лопнул расширительный бачок. Полка багажника деформировалась. Пришлось изготовить новую из фанеры и задекорировать ее дермантином. Один раз в год отказывал термостат. Надоело менять - заблокировал нижнюю заслонку термостата в открытом состоянии, так езжу уже 3 года. Зимой регулирую температуру картонкой на радиаторе. С 2008 года сочиться масло через сальник распредвала. Два раза менял привод спидометра. Однажды разрушился датчик Холла. Осколки датчика деформировали шторки трамблера. Пришлось покупать новый трамблер (2ОО ГР). Один раз накрылся главный комутатор, обошлось в 60 гр. На морозе при закрывании дверей лопнуло стекло на дверке пассажира. Глушитель прогорел на 60000км пробега. Резонатор расыпался на пробеге 50000км. Карбюратор типа Солекс. Чудовищный агрегат со своим характером: требует промывки и разборки один раз в году. Во время езды на скорости 90 и выше сзади появлялся шум напоминающий рев реактивного самолета - оказалось выли вентиляционные отверстия крыши(заблокировал герметиками - стало тише). Сейчас пробег составил 88000км. ",negative
325,Honda Stream минивэн,"Решил написать небольшой отзыв об этом автомобиле. Владельцем таковым не был, но в прошлом году (2013) брат уезжал за границу и попросил присмотреть за его Хондой. Итак, речь пойдет об Хонде Стрим 2008 года, автоматической коробкой передач, переднеприводной с кузовом RN-6 и объемом 1800 куб. см. Скажу сразу, что брат очень хорошо следил за ней, поэтому ощущения от нее были, как о новой машине. Вид конечно у нее красивый. Правда у него она серебристого цвета, по мне так черный был бы поинтереснее, но есть и свои плюся, пыль практически не видна :) Но не об этом сейчас... Поездив на ней с недельку, рассчитал, что расход по городу составляет примерно 10 л при умеренной езде. По трассе не приходилось ехать, но по словам самого хозяина данного авто, примерно 6-7 литров. При езде мне очень понравилась подвеска, мягкая, мелкие неровности на дорогах проглатывает... Хотя, я сам владелец тойоты гайя, по мне хонда немного уступает в мягкости. Коробка переключается плавно, практически не заметно, что тоже понравилось и что немаловажно, тянет очень хорошо. Не понравилась шумоизоляция, при езде слышна резина. По салону никаких нареканий нет, довольно вместительный багажник, просторный салон. В принципе, довольно достойный автомобиль, семейного класса, можно так сказать. В ремонте, как и все "" японцы"" в меру дорогой... Общее впечатление : неплохой компактвэн",neutral
326,ВАЗ 2114 хэтчбек,"Работаю на данной модели уже около года. Хотя машина и 2010 года выпуска, по комфорту оставляет желать лучшего, сиденья довольно твёрдые, не достаточно регулировок для удобного положения при движении. Двигатель работает отлично, расход 5-7 литров. Так же хочется отметить очень жёсткую подвеску, по ямам движение не желательно, но в принцепи машинка ничего так, бывают и хуже. Общее впечатление : относительно не плохо",negative
327,Peugeot 405 SRI седан (1988),"Хорошая машина, недорогая в обслуживании, расход очень радует! Правда старенькая, года с 1991 они пошли уже оцинкованные, что очень радует! У меня сейчас 95 года, проблем вообще никаких(и по кузову ни по двигателю)! Самое больное место у 405-это задняя балка... Если не уследить за игольчатыми подшипниками, то придется менять балку(слышал от 400 до 500 зеленых). А так машина хорошая, места как спереди, так и сзади пасажирам достаточно! Машина стоящая, но к сожалению годы берут свое... В своей я поменял руль(старый страшный был, портил весь вид) поставил от 406. Салон преобразился сразу) Жаль только что задний диван не складывается а только вынимается полностью и в багажник из салона только маленькое окошко, большой груз не положить. Общее впечатление : француз",neutral
328,Chevrolet Niva внедорожник,"Нормальная машина. Купил первую в 2004 году. После Волги и Нивы машина значительно более комфортабельная и удобная, особенно для сельского жителя. Особых нареканий не было. Проездил 5 лет и решил поменять на новую. Вот здесь меня бог и покарал. Новая нива оказалось таким говном, что не возможно себе и представить, отъезд ил два года и продал. В 2011 году купил новую Ниву, пока доволен. Машина нормальная, а вот ручонки собиравшие - российские, это уже как повезет. Очень плохой пластик у нее стоит. Долго набирает разгон. Проходимость ее очень хорошая пролезает там, куда страшно посмотреть. Ну для людей любящих рыбалку и охоту само то. А вот для городских будней будет лучше рено duster. Общее впечатление : Отзыв об Chevrolet Niva",positive
329,Chevrolet Lacetti хэтчбек,"Владею автомобилем полтора года, брал с рук 2007 года выпуска. Это моя первая иномарка (до этого был ВАЗ 21104) и долго выбирал между ВАЗом и аналогичными вариантами, пока ни чуть не пожалел, машина не подводила (тьфу-тьфу), из вложений только периодические ТО и замена масла, правда менял подвеску ( можно было и не менять), вышло около 20 тыс. руб. (по цене чуть дороже приоры например). Бывало ездил по 1600 км за раз, по 2600 км с перерывом в 4 часа и ни одной поломки. Радует так же наличие задних дисковых тормозов, торможение происходит на порядок уверенней по сравнению с ВАЗом, и раз уж зашел разговор о безопасности, отмечу наличие 2х подушек безопасности в минимальной комплектации. Вообще езжу много и машиной доволен. ",negative
330,УАЗ Hunter,"Отлична машина! Лучше аппарата для леса и бездорожья еще не придумали на трассе ни чуть не хуже, единственное немного козлит на дороге, когда набираешь большую скорость, неприхотлив, экономичен (дизель), прост и надежен!2 бака, объемом по 30 литров. Практически все устраивает. Еще не было такого момента когда машина меня подводила. Автомобиль оправдал все ожидания и цели, для чего покупали эту машину. Всем рекомендую. Вместительная, проходимая, с высокой посадкой, экономичная. Единственное это небольшие недостатки в комфорте(но это уаз) и хотелось бы чтобы немного потише работала отопительная система, а так нареканий больше никаких нет! да хочу дописать что этой машине далеко до иномарки но он стоит этого Общее впечатление : хорошо",neutral
331,Ваз 2112 хэтчбек,"Самая оптимальна машина из своего семейства, полтора литровый двигатель, шестнадцати клапанная, бегает отлично, дорогу держит хорошо, салон удобный и практичный. Евро панель совсем как у иномарки, большой вместительный багажник, недорогие цены на запчасти и обслуживание. Резвая, с места бежит хорошо, команды водителя слушает на раз, в салоне тихо посторонних шумов неслышно. Для России лучше машины не придумали! красавица изведу, шикарный кузов! В общем минусов не каких сказать не могу, оптимальная машина для средних слоев населения. Возьмете жаловаться не будите! Машина для повседневной жизни! Спасибо производителям! Наконец то с места сдвинулись! ",positive
332,Hyundai Solaris седан,"Всем привет! Хочу вам рассказать немного о отличном авто)Хендай Солярис)Приобрела в мае 2013 года, это мой первый автомобиль, но я безумно счастлива, что это именно он.1.6 АКП, эконом режим, красивая панель(борт компьютер), современный и стильный дизайн, по габаритам очень удобная, в салоне просторно)Двигатель на самом деле очень резвый и отличный разгон, идет тихо. За 500 тыс это супер вариант)музыка качественно звучит, регулировка водительского сидения на высоту, шумоизоляция превосходная)не нарадуюсь до сих пор))Приобретайте не ошибетесь Общее впечатление : Отличная машина !",positive
333,Bogdan 2110 седан,"Ваз 2110 Богдан многие интересуются что это? Очередной гремучий автоваз или что то другое. При покупки нового авто конечно будет вроде как приятно ездить ничего не гремит все приятно. Сразу минус нет шумоизоляции, слышат работающий двигатель, особенно после 3 тыщ оборотов вообще можно наушники одевать. После того какпоездиете на нем годик, начнется все греметь скрипеть и это очень много людей выбешивает. Очень быстро начинает гнить очень большой минус. Но в тоже время очень бюджетный аппарат, за такие деньги мало че возьмете из нового авто. Рекомендации если вы хотите купить такой авто, о слишком долго на нем не ездийте, иначе после пару лет вы начнете вкладывать в него кругленькие суммы... ",negative
334,Peugeot 307,"Peugeot 307- это отличная машинка! по началу кажется что она очень маленькая, но как только садишься внутрь сразу все стереотипы рушатся! очень комфортно, легка в обслуживании, и очень красивая! Мне как женщине очень нравится, она наверно больше для женщины. в салоне все легко и просто нет никаких лишних кнопочек и все на своих местах. единственное что стоит магнитола родная и она читает только лицензионные диски но тут этот вопрос можно решить. цвет металик наверно самый цвет подходящий для этой модели. Маленькая машинка с маленьким объемом, но как по мне его вполне достаточно. Объем 1,6, бензин. Впринципе как для женщины отличный вариант. ",neutral
335,Ford Focus 2 седан,"Это мой первый автомобиль. Владею Фордом уже два года. Машина отличная, конечно Форду уже 7 лет, но я им очень доволен. По-моему мнению машина безопасна, имеются шесть подушек безопасности. Комфортный, этому сопутствует максимальная комплектация. Для пассажиров которые находятся на втором ряде сидений достаточно места. Хорош в управлении. На дороге ведет себя отлично. Обзорность прекрасная. Конечно есть один недостаток, который будет сопутствовать все время пока ты владеешь этим автомобилем, это провода которые идут из багажника вверх через гофру к крышке багажника. Вот в этой гофре переламываются провода, особенно чаще всего в хорошие морозы. Впринципе, я считаю это мелочью, зато багажник вместителен. Как многие говорят дорог в обслуживании, так не надо ""запускать"" автомобиль до такого состояния. ",positive
336,ВАЗ 2107 Лада седан,"Всем привет! ваз 2107 аппарат я покупал себе как сдал на права, в 2012 году я был 3 хозяин БЛИН ! Как пела душа все таки мой первый авто. Перечитал 1000 обьявлений и вот нашол свою ласточку! Первые дни я там жил жена ревновала безумно. Первую зиму откатал нормально проблем не было тока 1 прокол колеса. Но весной все косяки полезли наружу была замена почти всей ходовки начиная с колодок и заканчивая бендиксом. сколько было вложено труда и пота и отбитых рук кошмар! Катался на многих наших авто но что не говори у классики самая лучшая подвеска а печка вообще Ташкент. Я не сколько не жалею, что купил данный аппарат и в лес и на рыбалку на ней, хорошая рабочая лошадка . На иномарку садится надо после нашего автопрома чтоб было вспомнить что такое Общее впечатление : отлично !",positive
337,ВАЗ 21013 седан,"Моя первая машина. Машина, которая дешевая в обслуживании, но ее сколько не делай, она постоянно ломается. Я называл ее Машина-конструктор. Из плюсов этой машины можно отметить только то, что она очень крепкая. Я бы рекомендовал эту машину начинающим водителям, так как стоит она на сегодняшний день очень дешево, а если что то поцарапается или сломается, то исправить эту проблему будет не дорого, да и к тому же после этой машины сев в любую другую с легкостью человек поедет. Хочешь не хочешь, а если есть эта машина начнешь немного понимать в ее ремонте :)) Но главная проблема этой машины - ее года. В хорошем состоянии купить ее будет тяжеловато, стоит очень внимательно смотреть при покупке, с другой стороны ее с легкостью можно будет продать. Общее впечатление : Копейка",negative
338,Land Rover Discovery 3 внедорожник,"В начале 2007 года нами был приобретен данный автомобиль, радости были полные штаны, однако до первого ТО, когда за него пришлось заплатить около 30 000 рублей. Но это еще ладно. Спустя год на нем поломалась система клиренса и нам пришлось ждать два месяца его доставку. Затем поломалась помпа, затем рулевая колонка, затем полетел ремень ГРМ, затем поломалась АКП. Вообщем за четыре года нахождения данного авто он ездил у нас два с половиной года, остальное время он был либо на сервисе, либо в мастерской. Хотелось бы сказать о том, что авто очень удобное по внедорожью, хорошо набирает скорость, комфортный салон, приятный внешний вид, есть немного топлива, но нервы этого всего не стоят. В итоге продали за бесценок. Общее впечатление : Любил эту машину, то только глазами!",positive
339,ВАЗ 2115 седан,"У меня был такой автомобиль. Что могу сказать в целом то. Конечно автомобиль морально устаревший и цена на него явно не его. Качество сборки оставляет желать лучшего. Конкретно в моём автомобиле вся передняя панель вместе с щитком приборов естественно, была косо установлена. Конечно всё можно устранить, но возникает вопрос почему на заводе не сделать нормально. Из поломок было 2 вещи, которые на сервисе мне так и не устранили по гарантии. 1) Практически сразу вылетел датчик скорости и часть щитка приборов перестала функционировать. 2) электростеклоподъёмник в двери переднего пассажира паботал на половину, т. е. стекло опускалось хорошо, а вот обратно только до половины и всё. Ну про всякие мелочи типа скрип, всякие сверчки и т. д. не пишу, это естественно, без этого никак. Теперь, что понравилось, что нет. Понравился большой багажник и удобство загрузки в него вещей. Понравилось не плохое качество покраски кузова. Впринципе из плюсов то и всё. Не понравилась посадка за рулём, также не понравилось переключение передач, рычагом махаешь пока передачу воткнёшь, а задняя передача это вообще отдельный разговор. Не понравился обзор в наружние зеркала заднего вида, не всё видно и настройка не помогает, если только зеркала поменять. Что касается комплектации то у меня была стандартная. Да и вообще с комплектациями на 2115 плохо, а может и не надо других... ",neutral
340,ВАЗ 2106 седан,Здравствуйте у меня данный автомобиль уже шесть лет я езжу на нем на работу по выходным мы собираемся всем авто-промом! И устраиваем гонки! Так то автомобиль очень хороший я люблю советский авто-пром! Багажник просторный! сидения удобны но на большие расстояния ездить уже комфорт уходит в минус! двигатель хватает на дветысячи четыресто километров! запчасти очень легко купить и не дорого! Что плохо детали изнашиваются на ходовой части достаточно быстро! Особенно рулевые наконечники и шаровые! В остальном отличный теплый автомобиль! машина тысяча девятьсот восьмидесятого года! и он не плохо сохранился! Я не пожалел что купил данный автомобиль! Общее впечатление : авто для молодежи,neutral
341,ВАЗ 1119 Лада Калина хэтчбек,"Вроде машина неплохая. 5 лет назад мама купила себе Калину, на первый взгляд машина хорошая, ведёт себя резво, клиренс большой, печка греет здорово. Теперь поговорим о минусах: салон конечно маленький и багажник тоже максимум два мешка картошки получиться запихнуть. Когда Калину только купили, дверь багажника закрывалась плохо, приходилось очень сильно хлопать. Через год резиночки на дверях стали отклеиваться, а после того, как машина простояла пару месяцев на стоянке, водительская и пассажирская передние двери стали открываться как заржавевшие скрипучие ворота. После пяти лет эксплуатации машина начала потихоньку разваливаться: все время перегорают предохранители, спидометр отказал скачет все время ну и начала подгнивать. Так что я считаю что Калина все таки машина плохенькая. Общее впечатление : До конца не доделана",neutral
